Nvec,Chunck,NN,Time,Error,Prob
8,70,2962,167.782,0.0046137406,1
16,70,2962,175.888,0.0046137406,1
24,70,2962,174.913,0.0046137406,1
32,70,2962,191.739,0.0046137406,1
40,70,2962,182.548,0.0046137406,1
48,70,2962,198.593,0.0046137406,1
56,70,2962,229.208,0.0046137406,1
64,70,2962,178.142,0.0046137406,1
72,70,2962,260.236,0.0046137406,1
80,70,2962,217.857,0.0046137406,1
88,70,2962,237.118,0.0046137406,1
96,70,2962,257.223,0.0046137406,1
104,70,2962,277.843,0.0046137406,1
112,70,2962,266.172,0.0046137406,1
120,70,2962,165.477,0.0046137406,1
128,70,2962,178.12,0.0046137406,1
136,70,2962,186.165,0.0046137406,1
144,70,2962,196.485,0.0046137406,1
152,70,2962,207.921,0.0046137406,1
160,70,2962,217.67,0.0046137406,1
168,70,2962,229.742,0.0046137406,1
176,70,2962,239.257,0.0046137406,1
184,70,2962,248.57,0.0046137406,1
192,70,2962,259.998,0.0046137406,1
200,70,2962,271.667,0.0046137406,1
208,70,2962,280.316,0.0046137406,1
216,70,2962,291.689,0.0046137406,1
224,70,2962,301.296,0.0046137406,1
232,70,2962,309.233,0.0046137406,1
240,70,2962,325.559,0.0046137406,1
248,70,2962,334.303,0.0046137406,1
256,70,2962,382.217,0.0046137406,1
264,70,2962,352.72,0.0046137406,1
272,70,2962,364.523,0.0046137406,1
280,70,2962,375.471,0.0046137406,1
288,70,2962,386.055,0.0046137406,1
296,70,2962,395.975,0.0046137406,1
304,70,2962,406.859,0.0046137406,1
312,70,2962,420.425,0.0046137406,1
320,70,2962,429.014,0.0046137406,1
328,70,2962,437.64,0.0046137406,1
336,70,2962,485.164,0.0046137406,1
344,70,2962,461.649,0.0046137406,1
352,70,2962,468.888,0.0046137406,1
360,70,2962,483.329,0.0046137406,1
368,70,2962,491.073,0.0046137406,1
376,70,2962,500.488,0.0046137406,1
384,70,2962,508.218,0.0046137406,1
392,70,2962,519.045,0.0046137406,1
400,70,2962,532.347,0.0046137406,1
408,70,2962,545.18,0.0046137406,1
416,70,2962,550.795,0.0046137406,1
424,70,2962,567.066,0.0046137406,1
432,70,2962,576.788,0.0046137406,1
440,70,2962,582.472,0.0046137406,1
448,70,2962,605.569,0.0046137406,1
456,70,2962,605.998,0.0046137406,1
464,70,2962,616.51,0.0046137406,1
472,70,2962,624.075,0.0046137406,1
480,70,2962,635.269,0.0046137406,1
488,70,2962,648.853,0.0046137406,1
496,70,2962,660.716,0.0046137406,1
504,70,2962,668.03,0.0046137406,1
512,70,2962,685.207,0.0046137406,1
520,70,2962,689.719,0.0046137406,1
528,70,2962,700.261,0.0046137406,1
536,70,2962,715.927,0.0046137406,1
544,70,2962,719.979,0.0046137406,1
552,70,2962,730.644,0.0046137406,1
560,70,2962,741.31,0.0046137406,1
568,70,2962,751.061,0.0046137406,1
576,70,2962,1033.53,0.0046137406,1
584,70,2962,1044.37,0.0046137406,1
592,70,2962,788.188,0.0046137406,1
600,70,2962,794.787,0.0046137406,1
608,70,2962,804.555,0.0046137406,1
616,70,2962,818.448,0.0046137406,1
624,70,2962,1117.54,0.0046137406,1
632,70,2962,839.201,0.0046137406,1
640,70,2962,850.886,0.0046137406,1
648,70,2962,859.813,0.0046137406,1
656,70,2962,868.075,0.0046137406,1
664,70,2962,955.72,0.0046137406,1
672,70,2962,890.3,0.0046137406,1
680,70,2962,902.196,0.0046137406,1
688,70,2962,911.324,0.0046137406,1
696,70,2962,927.393,0.0046137406,1
704,70,2962,934.993,0.0046137406,1
712,70,2962,941.287,0.0046137406,1
720,70,2962,954.876,0.0046137406,1
728,70,2962,1046.88,0.0046137406,1
736,70,2962,978.506,0.0046137406,1
744,70,2962,988.874,0.0046137406,1
752,70,2962,1081.18,0.0046137406,1
760,70,2962,1091.61,0.0046137406,1
768,70,2962,1017.27,0.0046137406,1
776,70,2962,1027.44,0.0046137406,1
784,70,2962,1042.05,0.0046137406,1
792,70,2962,1052.42,0.0046137406,1
800,70,2962,1059.66,0.0046137406,1
808,70,2962,1069.92,0.0046137406,1
816,70,2962,1081.29,0.0046137406,1
824,70,2962,1090.47,0.0046137406,1
