Nvec,Chunck,NN,Time,Error,Prob
8,90,2962,1011.22,0.0046137439,1
16,90,2962,945.793,0.0046137439,1
24,90,2962,926.565,0.0046137439,1
32,90,2962,1091.15,0.0046137439,1
40,90,2962,1164.75,0.0046137439,1
48,90,2962,1339.75,0.0046137439,1
56,90,2962,1408.35,0.0046137439,1
64,90,2962,1402.22,0.0046137439,1
72,90,2962,1155.81,0.0046137439,1
80,90,2962,1526.09,0.0046137439,1
88,90,2962,1253.35,0.0046137439,1
96,90,2962,1419.71,0.0046137439,1
104,90,2962,1365.59,0.0046137439,1
112,90,2962,1509.19,0.0046137439,1
120,90,2962,1446.12,0.0046137439,1
128,90,2962,1358.85,0.0046137439,1
136,90,2962,1524.77,0.0046137439,1
144,90,2962,1619.38,0.0046137439,1
152,90,2962,1497.98,0.0046137439,1
160,90,2962,1516.53,0.0046137439,1
168,90,2962,1575.68,0.0046137439,1
176,90,2962,1823.97,0.0046137439,1
184,90,2962,1773.18,0.0046137439,1
192,90,2962,1797.92,0.0046137439,1
200,90,2962,2207.14,0.0046137439,1
208,90,2962,1652.06,0.0046137439,1
216,90,2962,1696.47,0.0046137439,1
224,90,2962,1746,0.0046137439,1
232,90,2962,1852.9,0.0046137439,1
240,90,2962,1822.27,0.0046137439,1
248,90,2962,1847.9,0.0046137439,1
256,90,2962,2241.17,0.0046137439,1
264,90,2962,2237.66,0.0046137439,1
272,90,2962,1949.16,0.0046137439,1
280,90,2962,2152.1,0.0046137439,1
288,90,2962,2203.7,0.0046137439,1
296,90,2962,2027.77,0.0046137439,1
304,90,2962,2083.28,0.0046137439,1
312,90,2962,2107.19,0.0046137439,1
320,90,2962,2175.51,0.0046137439,1
328,90,2962,2194.73,0.0046137439,1
336,90,2962,2232.24,0.0046137439,1
344,90,2962,2450.53,0.0046137439,1
352,90,2962,2478.91,0.0046137439,1
360,90,2962,2345.81,0.0046137439,1
368,90,2962,2396.79,0.0046137439,1
376,90,2962,2404.99,0.0046137439,1
384,90,2962,2414.17,0.0046137439,1
392,90,2962,2412.74,0.0046137439,1
400,90,2962,2428.39,0.0046137439,1
