Nvec,Chunck,NN,Time,Error,Prob
8,100,2962,1217.52,0.0046137439,1
16,100,2962,1001.41,0.0046137439,1
24,100,2962,1078.77,0.0046137439,1
32,100,2962,1132.07,0.0046137439,1
40,100,2962,999.052,0.0046137439,1
48,100,2962,1305.15,0.0046137439,1
56,100,2962,1253.89,0.0046137439,1
64,100,2962,1446.4,0.0046137439,1
72,100,2962,1226,0.0046137439,1
80,100,2962,1343.53,0.0046137439,1
88,100,2962,1250.51,0.0046137439,1
96,100,2962,1484.56,0.0046137439,1
104,100,2962,1367.33,0.0046137439,1
112,100,2962,1478.91,0.0046137439,1
120,100,2962,1428.82,0.0046137439,1
128,100,2962,1401.77,0.0046137439,1
136,100,2962,1485.74,0.0046137439,1
144,100,2962,1646.47,0.0046137439,1
152,100,2962,1512,0.0046137439,1
160,100,2962,1551.96,0.0046137439,1
168,100,2962,1765.53,0.0046137439,1
176,100,2962,1583.28,0.0046137439,1
184,100,2962,1649.48,0.0046137439,1
192,100,2962,1963.3,0.0046137439,1
200,100,2962,1966.99,0.0046137439,1
208,100,2962,1724.16,0.0046137439,1
216,100,2962,1753.8,0.0046137439,1
224,100,2962,1872.14,0.0046137439,1
232,100,2962,1769.11,0.0046137439,1
240,100,2962,1961.68,0.0046137439,1
248,100,2962,2353.14,0.0046137439,1
256,100,2962,2082,0.0046137439,1
264,100,2962,2063.76,0.0046137439,1
272,100,2962,2081.21,0.0046137439,1
280,100,2962,2118.38,0.0046137439,1
288,100,2962,2378.19,0.0046137439,1
296,100,2962,2616.15,0.0046137439,1
304,100,2962,2177.45,0.0046137439,1
312,100,2962,2630.11,0.0046137439,1
320,100,2962,2484.62,0.0046137439,1
328,100,2962,2354.13,0.0046137439,1
336,100,2962,2316.24,0.0046137439,1
344,100,2962,2372.09,0.0046137439,1
352,100,2962,2526.78,0.0046137439,1
360,100,2962,2480.15,0.0046137439,1
368,100,2962,2567.74,0.0046137439,1
376,100,2962,2589.45,0.0046137439,1
384,100,2962,3164.57,0.0046137439,1
392,100,2962,2709.45,0.0046137439,1
400,100,2962,2569.31,0.0046137439,1
408,100,2962,2656.77,0.0046137439,1
416,100,2962,2731.53,0.0046137439,1
424,100,2962,2643.54,0.0046137439,1
432,100,2962,2803.59,0.0046137439,1
440,100,2962,2536.45,0.0046137439,1
448,100,2962,2877.21,0.0046137439,1
456,100,2962,2924.57,0.0046137439,1
