Ncache,Chunck,NN,Time,Error,Prob
100,90,2962,3724.56,0.0046137439,1
200,90,2962,1801.4,0.0046137439,1
300,90,2962,1659.7,0.0046137439,1
400,90,2962,1484.63,0.0046137439,1
500,90,2962,1490.02,0.0046137439,1
600,90,2962,1378.72,0.0046137439,1
700,90,2962,1149.36,0.0046137439,1
800,90,2962,1432.32,0.0046137439,1
900,90,2962,1284.77,0.0046137439,1
1000,90,2962,1671.89,0.0046137439,1
1100,90,2962,1559.53,0.0046137439,1
1200,90,2962,1381.18,0.0046137439,1
1300,90,2962,1274.31,0.0046137439,1
1400,90,2962,1423.02,0.0046137439,1
1500,90,2962,1183.23,0.0046137439,1
1600,90,2962,1210.89,0.0046137439,1
1700,90,2962,1328.56,0.0046137439,1
1800,90,2962,1583.98,0.0046137439,1
1900,90,2962,1439.87,0.0046137439,1
2000,90,2962,1631.25,0.0046137439,1
2100,90,2962,1554.45,0.0046137439,1
2200,90,2962,1539.01,0.0046137439,1
2300,90,2962,1312.78,0.0046137439,1
2400,90,2962,1233.11,0.0046137439,1
2500,90,2962,1382.71,0.0046137439,1
2600,90,2962,1105.07,0.0046137439,1
2700,90,2962,2145.09,0.0046137439,1
2800,90,2962,1681.4,0.0046137439,1
2900,90,2962,1539.42,0.0046137439,1
3000,90,2962,2483.14,0.0046137439,1
3100,90,2962,2787.19,0.0046137439,1
3200,90,2962,2639.32,0.0046137439,1
3300,90,2962,2387.59,0.0046137439,1
3400,90,2962,2881.36,0.0046137439,1
3500,90,2962,2865.05,0.0046137439,1
3600,90,2962,2648.25,0.0046137439,1
3700,90,2962,2394.43,0.0046137439,1
3800,90,2962,2539.25,0.0046137439,1
3900,90,2962,2361.42,0.0046137439,1
4000,90,2962,2479.02,0.0046137439,1
4100,90,2962,2501.49,0.0046137439,1
4200,90,2962,2496.67,0.0046137439,1
4300,90,2962,2432.49,0.0046137439,1
4400,90,2962,2153,0.0046137439,1
4500,90,2962,2385.5,0.0046137439,1
4600,90,2962,2396.4,0.0046137439,1
4700,90,2962,2389.49,0.0046137439,1
4800,90,2962,2384.98,0.0046137439,1
4900,90,2962,2368.29,0.0046137439,1
5000,90,2962,2369.49,0.0046137439,1
5100,90,2962,2409.03,0.0046137439,1
5200,90,2962,1168.54,0.0046137439,1
5300,90,2962,2265,0.0046137439,1
5400,90,2962,2255.31,0.0046137439,1
5500,90,2962,2259.41,0.0046137439,1
5600,90,2962,1850.61,0.0046137439,1
5700,90,2962,2089.72,0.0046137439,1
5800,90,2962,1442.28,0.0046137439,1
5900,90,2962,1833.6,0.0046137439,1
6000,90,2962,1993.12,0.0046137439,1
6100,90,2962,1966.45,0.0046137439,1
6200,90,2962,1882.87,0.0046137439,1
6300,90,2962,1958.16,0.0046137439,1
6400,90,2962,1893.79,0.0046137439,1
6500,90,2962,1531.5,0.0046137439,1
6600,90,2962,2057.08,0.0046137439,1
6700,90,2962,2427.26,0.0046137439,1
6800,90,2962,1612.64,0.0046137439,1
6900,90,2962,1872.02,0.0046137439,1
7000,90,2962,1805.38,0.0046137439,1
7100,90,2962,1723.1,0.0046137439,1
7200,90,2962,1758.71,0.0046137439,1
7300,90,2962,1781.04,0.0046137439,1
7400,90,2962,1590.38,0.0046137439,1
7500,90,2962,1962.6,0.0046137439,1
7600,90,2962,1473.57,0.0046137439,1
7700,90,2962,1534.12,0.0046137439,1
7800,90,2962,1520.27,0.0046137439,1
7900,90,2962,1668.49,0.0046137439,1
8000,90,2962,799.212,0.0046137439,1
8100,90,2962,1425.6,0.0046137439,1
8200,90,2962,1636.63,0.0046137439,1
8300,90,2962,2206.89,0.0046137439,1
8400,90,2962,1403.5,0.0046137439,1
8500,90,2962,1370.14,0.0046137439,1
8600,90,2962,1492.23,0.0046137439,1
8700,90,2962,1444.29,0.0046137439,1
8800,90,2962,1779.79,0.0046137439,1
8900,90,2962,1802.39,0.0046137439,1
9000,90,2962,1760.94,0.0046137439,1
9100,90,2962,1491.1,0.0046137439,1
9200,90,2962,1312.84,0.0046137439,1
9300,90,2962,1293.27,0.0046137439,1
9400,90,2962,1559.27,0.0046137439,1
9500,90,2962,1340.6,0.0046137439,1
9600,90,2962,1287.81,0.0046137439,1
9700,90,2962,1385.37,0.0046137439,1
9800,90,2962,1415.47,0.0046137439,1
9900,90,2962,1308.32,0.0046137439,1
10000,90,2962,1427.55,0.0046137439,1
10100,90,2962,363.417,0.0046137439,1
10200,90,2962,376.471,0.0046137439,1
10300,90,2962,357.286,0.0046137439,1
10400,90,2962,359.058,0.0046137439,1
10500,90,2962,359.669,0.0046137439,1
10600,90,2962,372.096,0.0046137439,1
10700,90,2962,364.81,0.0046137439,1
10800,90,2962,367.988,0.0046137439,1
10900,90,2962,379.179,0.0046137439,1
11000,90,2962,371.794,0.0046137439,1
11100,90,2962,358.601,0.0046137439,1
11200,90,2962,363.739,0.0046137439,1
11300,90,2962,356.095,0.0046137439,1
11400,90,2962,376.587,0.0046137439,1
11500,90,2962,375.567,0.0046137439,1
11600,90,2962,374.249,0.0046137439,1
11700,90,2962,373.878,0.0046137439,1
11800,90,2962,361.707,0.0046137439,1
11900,90,2962,374.898,0.0046137439,1
12000,90,2962,376.142,0.0046137439,1
12100,90,2962,364.587,0.0046137439,1
12200,90,2962,378.19,0.0046137439,1
12300,90,2962,366.234,0.0046137439,1
12400,90,2962,367.423,0.0046137439,1
12500,90,2962,353.511,0.0046137439,1
12600,90,2962,368.764,0.0046137439,1
12700,90,2962,373.546,0.0046137439,1
12800,90,2962,365.517,0.0046137439,1
12900,90,2962,360.663,0.0046137439,1
13000,90,2962,361.603,0.0046137439,1
13100,90,2962,363.628,0.0046137439,1
13200,90,2962,372.883,0.0046137439,1
13300,90,2962,374.857,0.0046137439,1
13400,90,2962,366.625,0.0046137439,1
13500,90,2962,362.385,0.0046137439,1
13600,90,2962,365.048,0.0046137439,1
13700,90,2962,367.422,0.0046137439,1
13800,90,2962,374.011,0.0046137439,1
13900,90,2962,366.718,0.0046137439,1
14000,90,2962,366.424,0.0046137439,1
14100,90,2962,363.553,0.0046137439,1
14200,90,2962,359.731,0.0046137439,1
14300,90,2962,372.266,0.0046137439,1
14400,90,2962,369.559,0.0046137439,1
14500,90,2962,377.526,0.0046137439,1
14600,90,2962,375.231,0.0046137439,1
14700,90,2962,382.502,0.0046137439,1
14800,90,2962,372.847,0.0046137439,1
14900,90,2962,364.133,0.0046137439,1
15000,90,2962,360.524,0.0046137439,1
15100,90,2962,361.432,0.0046137439,1
15200,90,2962,366.458,0.0046137439,1
15300,90,2962,355.938,0.0046137439,1
15400,90,2962,373.627,0.0046137439,1
15500,90,2962,375.653,0.0046137439,1
15600,90,2962,377.027,0.0046137439,1
15700,90,2962,378.538,0.0046137439,1
15800,90,2962,375.768,0.0046137439,1
15900,90,2962,353.147,0.0046137439,1
16000,90,2962,371.695,0.0046137439,1
16100,90,2962,359.302,0.0046137439,1
16200,90,2962,359.157,0.0046137439,1
16300,90,2962,373.248,0.0046137439,1
16400,90,2962,373.898,0.0046137439,1
16500,90,2962,359.515,0.0046137439,1
16600,90,2962,365.437,0.0046137439,1
16700,90,2962,374.652,0.0046137439,1
16800,90,2962,370.003,0.0046137439,1
16900,90,2962,362.374,0.0046137439,1
17000,90,2962,382.72,0.0046137439,1
17100,90,2962,368.927,0.0046137439,1
17200,90,2962,361.953,0.0046137439,1
17300,90,2962,365.34,0.0046137439,1
17400,90,2962,373.411,0.0046137439,1
17500,90,2962,367.442,0.0046137439,1
17600,90,2962,364.299,0.0046137439,1
17700,90,2962,352.737,0.0046137439,1
17800,90,2962,381.702,0.0046137439,1
17900,90,2962,361.472,0.0046137439,1
18000,90,2962,369.287,0.0046137439,1
18100,90,2962,370.452,0.0046137439,1
18200,90,2962,363.575,0.0046137439,1
18300,90,2962,382.674,0.0046137439,1
18400,90,2962,375.834,0.0046137439,1
18500,90,2962,377.579,0.0046137439,1
18600,90,2962,355.989,0.0046137439,1
18700,90,2962,374.685,0.0046137439,1
18800,90,2962,373.297,0.0046137439,1
18900,90,2962,377.778,0.0046137439,1
19000,90,2962,376.888,0.0046137439,1
19100,90,2962,362.224,0.0046137439,1
19200,90,2962,358.039,0.0046137439,1
19300,90,2962,356.565,0.0046137439,1
19400,90,2962,371.941,0.0046137439,1
19500,90,2962,376.531,0.0046137439,1
19600,90,2962,376.152,0.0046137439,1
19700,90,2962,367.695,0.0046137439,1
19800,90,2962,356.288,0.0046137439,1
19900,90,2962,378.448,0.0046137439,1
20000,90,2962,381.925,0.0046137439,1
20100,90,2962,360.91,0.0046137439,1
20200,90,2962,367.014,0.0046137439,1
20300,90,2962,379.083,0.0046137439,1
20400,90,2962,372.44,0.0046137439,1
20500,90,2962,367.711,0.0046137439,1
20600,90,2962,372.288,0.0046137439,1
20700,90,2962,366.861,0.0046137439,1
20800,90,2962,365.068,0.0046137439,1
20900,90,2962,362.614,0.0046137439,1
21000,90,2962,370.813,0.0046137439,1
21100,90,2962,365.077,0.0046137439,1
21200,90,2962,360.556,0.0046137439,1
21300,90,2962,353.472,0.0046137439,1
21400,90,2962,371.402,0.0046137439,1
21500,90,2962,362.61,0.0046137439,1
21600,90,2962,372.4,0.0046137439,1
21700,90,2962,377.309,0.0046137439,1
21800,90,2962,367.074,0.0046137439,1
21900,90,2962,376.745,0.0046137439,1
22000,90,2962,357.204,0.0046137439,1
22100,90,2962,376.847,0.0046137439,1
22200,90,2962,368.283,0.0046137439,1
22300,90,2962,369.493,0.0046137439,1
22400,90,2962,378.633,0.0046137439,1
22500,90,2962,358.139,0.0046137439,1
22600,90,2962,365.234,0.0046137439,1
22700,90,2962,374.793,0.0046137439,1
22800,90,2962,368.552,0.0046137439,1
22900,90,2962,380.36,0.0046137439,1
23000,90,2962,364.786,0.0046137439,1
23100,90,2962,354.963,0.0046137439,1
23200,90,2962,373.412,0.0046137439,1
23300,90,2962,364.321,0.0046137439,1
23400,90,2962,368.236,0.0046137439,1
23500,90,2962,362.887,0.0046137439,1
23600,90,2962,350.874,0.0046137439,1
23700,90,2962,367.522,0.0046137439,1
23800,90,2962,353.314,0.0046137439,1
23900,90,2962,380.286,0.0046137439,1
24000,90,2962,362.315,0.0046137439,1
24100,90,2962,356.53,0.0046137439,1
24200,90,2962,361.328,0.0046137439,1
24300,90,2962,367.577,0.0046137439,1
24400,90,2962,361.001,0.0046137439,1
24500,90,2962,368.226,0.0046137439,1
24600,90,2962,357.378,0.0046137439,1
24700,90,2962,356.557,0.0046137439,1
24800,90,2962,353.769,0.0046137439,1
24900,90,2962,367.179,0.0046137439,1
25000,90,2962,372.178,0.0046137439,1
25100,90,2962,371.431,0.0046137439,1
25200,90,2962,368.349,0.0046137439,1
25300,90,2962,374.39,0.0046137439,1
25400,90,2962,359.865,0.0046137439,1
25500,90,2962,367.903,0.0046137439,1
25600,90,2962,353.614,0.0046137439,1
25700,90,2962,384.994,0.0046137439,1
25800,90,2962,357.315,0.0046137439,1
25900,90,2962,366.591,0.0046137439,1
26000,90,2962,375.666,0.0046137439,1
26100,90,2962,364.282,0.0046137439,1
26200,90,2962,365.474,0.0046137439,1
26300,90,2962,371.696,0.0046137439,1
26400,90,2962,366.931,0.0046137439,1
26500,90,2962,359.894,0.0046137439,1
26600,90,2962,366.631,0.0046137439,1
26700,90,2962,362.859,0.0046137439,1
26800,90,2962,358.406,0.0046137439,1
26900,90,2962,376.535,0.0046137439,1
27000,90,2962,362.678,0.0046137439,1
27100,90,2962,364.353,0.0046137439,1
27200,90,2962,380.6,0.0046137439,1
27300,90,2962,370.672,0.0046137439,1
27400,90,2962,371.471,0.0046137439,1
27500,90,2962,366.825,0.0046137439,1
27600,90,2962,353.306,0.0046137439,1
27700,90,2962,376.633,0.0046137439,1
27800,90,2962,369.311,0.0046137439,1
27900,90,2962,361.084,0.0046137439,1
28000,90,2962,366.335,0.0046137439,1
28100,90,2962,372.152,0.0046137439,1
28200,90,2962,374.586,0.0046137439,1
28300,90,2962,373.961,0.0046137439,1
28400,90,2962,372.222,0.0046137439,1
28500,90,2962,366.905,0.0046137439,1
28600,90,2962,375.617,0.0046137439,1
28700,90,2962,375.646,0.0046137439,1
28800,90,2962,368.649,0.0046137439,1
28900,90,2962,363.765,0.0046137439,1
29000,90,2962,358.756,0.0046137439,1
29100,90,2962,365.899,0.0046137439,1
29200,90,2962,365.638,0.0046137439,1
29300,90,2962,360.11,0.0046137439,1
29400,90,2962,373.611,0.0046137439,1
29500,90,2962,367.925,0.0046137439,1
29600,90,2962,375.479,0.0046137439,1
29700,90,2962,371.29,0.0046137439,1
29800,90,2962,378.425,0.0046137439,1
29900,90,2962,360.602,0.0046137439,1
30000,90,2962,365.854,0.0046137439,1
30100,90,2962,372.276,0.0046137439,1
30200,90,2962,373.026,0.0046137439,1
30300,90,2962,362.042,0.0046137439,1
30400,90,2962,377.558,0.0046137439,1
30500,90,2962,367.061,0.0046137439,1
30600,90,2962,377.029,0.0046137439,1
30700,90,2962,376.346,0.0046137439,1
30800,90,2962,370.263,0.0046137439,1
30900,90,2962,388.333,0.0046137439,1
31000,90,2962,363.591,0.0046137439,1
31100,90,2962,365.577,0.0046137439,1
31200,90,2962,370.068,0.0046137439,1
31300,90,2962,365.135,0.0046137439,1
31400,90,2962,377.309,0.0046137439,1
31500,90,2962,364.642,0.0046137439,1
31600,90,2962,371.971,0.0046137439,1
31700,90,2962,374.777,0.0046137439,1
31800,90,2962,368.211,0.0046137439,1
31900,90,2962,358.717,0.0046137439,1
32000,90,2962,370.29,0.0046137439,1
32100,90,2962,363.411,0.0046137439,1
32200,90,2962,379.596,0.0046137439,1
32300,90,2962,371.715,0.0046137439,1
32400,90,2962,360.306,0.0046137439,1
32500,90,2962,355.93,0.0046137439,1
32600,90,2962,366.517,0.0046137439,1
32700,90,2962,367.234,0.0046137439,1
32800,90,2962,366.944,0.0046137439,1
32900,90,2962,364.287,0.0046137439,1
33000,90,2962,371.474,0.0046137439,1
33100,90,2962,371.15,0.0046137439,1
