Ncache,Chunck,NN,Time,Error,Prob
100,50,2962,196.027,0.0046137406,1
200,50,2962,187.025,0.0046137406,1
300,50,2962,183.276,0.0046137406,1
400,50,2962,183.7,0.0046137406,1
500,50,2962,207.989,0.0046137406,1
600,50,2962,182.709,0.0046137406,1
700,50,2962,181.046,0.0046137406,1
800,50,2962,185.246,0.0046137406,1
900,50,2962,179.755,0.0046137406,1
1000,50,2962,183.116,0.0046137406,1
1100,50,2962,271.393,0.0046137406,1
1200,50,2962,170.032,0.0046137406,1
1300,50,2962,166.241,0.0046137406,1
1400,50,2962,169.368,0.0046137406,1
1500,50,2962,166.321,0.0046137406,1
1600,50,2962,169.771,0.0046137406,1
1700,50,2962,169.199,0.0046137406,1
1800,50,2962,166.151,0.0046137406,1
1900,50,2962,170.162,0.0046137406,1
2000,50,2962,167.8,0.0046137406,1
2100,50,2962,169.036,0.0046137406,1
2200,50,2962,169.26,0.0046137406,1
2300,50,2962,165.689,0.0046137406,1
2400,50,2962,167.806,0.0046137406,1
2500,50,2962,168.405,0.0046137406,1
2600,50,2962,163.309,0.0046137406,1
2700,50,2962,165.151,0.0046137406,1
2800,50,2962,183.613,0.0046137406,1
2900,50,2962,168.135,0.0046137406,1
3000,50,2962,165.523,0.0046137406,1
3100,50,2962,166.43,0.0046137406,1
3200,50,2962,180.951,0.0046137406,1
3300,50,2962,164.211,0.0046137406,1
3400,50,2962,262.658,0.0046137406,1
3500,50,2962,164.804,0.0046137406,1
3600,50,2962,164.684,0.0046137406,1
3700,50,2962,164.572,0.0046137406,1
3800,50,2962,207.089,0.0046137406,1
3900,50,2962,163.999,0.0046137406,1
4000,50,2962,167.008,0.0046137406,1
4100,50,2962,167.065,0.0046137406,1
4200,50,2962,166.549,0.0046137406,1
4300,50,2962,166.819,0.0046137406,1
4400,50,2962,169.383,0.0046137406,1
4500,50,2962,165.822,0.0046137406,1
4600,50,2962,163.134,0.0046137406,1
4700,50,2962,163.582,0.0046137406,1
4800,50,2962,183.503,0.0046137406,1
4900,50,2962,170.434,0.0046137406,1
5000,50,2962,165.652,0.0046137406,1
5100,50,2962,171.782,0.0046137406,1
5200,50,2962,166.537,0.0046137406,1
5300,50,2962,179.51,0.0046137406,1
5400,50,2962,166.309,0.0046137406,1
