Nvec,Chunck,NN,Time,Error,Prob
8,90,2962,173.133,0.0046137406,1
16,90,2962,187.503,0.0046137406,1
24,90,2962,186.081,0.0046137406,1
32,90,2962,180.121,0.0046137406,1
40,90,2962,209.589,0.0046137406,1
48,90,2962,168.958,0.0046137406,1
56,90,2962,199.119,0.0046137406,1
64,90,2962,226.141,0.0046137406,1
72,90,2962,335.118,0.0046137406,1
80,90,2962,276.927,0.0046137406,1
88,90,2962,246.48,0.0046137406,1
96,90,2962,173.693,0.0046137406,1
104,90,2962,183.236,0.0046137406,1
112,90,2962,195.798,0.0046137406,1
120,90,2962,209.529,0.0046137406,1
128,90,2962,225.267,0.0046137406,1
136,90,2962,236.501,0.0046137406,1
144,90,2962,251.802,0.0046137406,1
152,90,2962,263.029,0.0046137406,1
160,90,2962,276.471,0.0046137406,1
168,90,2962,291.89,0.0046137406,1
176,90,2962,304.134,0.0046137406,1
184,90,2962,318.565,0.0046137406,1
192,90,2962,332.164,0.0046137406,1
200,90,2962,346.255,0.0046137406,1
208,90,2962,358.792,0.0046137406,1
216,90,2962,373.628,0.0046137406,1
224,90,2962,382.59,0.0046137406,1
232,90,2962,398.824,0.0046137406,1
240,90,2962,412.043,0.0046137406,1
248,90,2962,425.577,0.0046137406,1
256,90,2962,441.027,0.0046137406,1
264,90,2962,451.106,0.0046137406,1
272,90,2962,465.003,0.0046137406,1
280,90,2962,477.958,0.0046137406,1
288,90,2962,493.696,0.0046137406,1
296,90,2962,514.978,0.0046137406,1
304,90,2962,516.909,0.0046137406,1
312,90,2962,535.984,0.0046137406,1
320,90,2962,545.855,0.0046137406,1
328,90,2962,755.113,0.0046137406,1
336,90,2962,639.118,0.0046137406,1
344,90,2962,590.691,0.0046137406,1
352,90,2962,600.268,0.0046137406,1
360,90,2962,618.434,0.0046137406,1
368,90,2962,629.344,0.0046137406,1
376,90,2962,642.654,0.0046137406,1
384,90,2962,654.301,0.0046137406,1
392,90,2962,670.154,0.0046137406,1
400,90,2962,683.319,0.0046137406,1
408,90,2962,752.856,0.0046137406,1
416,90,2962,714.055,0.0046137406,1
424,90,2962,722.779,0.0046137406,1
432,90,2962,739.314,0.0046137406,1
440,90,2962,752.361,0.0046137406,1
448,90,2962,763.02,0.0046137406,1
456,90,2962,790.24,0.0046137406,1
464,90,2962,789.36,0.0046137406,1
472,90,2962,803.569,0.0046137406,1
480,90,2962,818.446,0.0046137406,1
488,90,2962,836.377,0.0046137406,1
496,90,2962,846.464,0.0046137406,1
504,90,2962,858.638,0.0046137406,1
512,90,2962,874.685,0.0046137406,1
520,90,2962,890.216,0.0046137406,1
528,90,2962,1138.97,0.0046137406,1
536,90,2962,916.476,0.0046137406,1
544,90,2962,937.117,0.0046137406,1
552,90,2962,937.848,0.0046137406,1
560,90,2962,952.11,0.0046137406,1
568,90,2962,967.157,0.0046137406,1
576,90,2962,978.991,0.0046137406,1
584,90,2962,1209.83,0.0046137406,1
592,90,2962,1005.3,0.0046137406,1
600,90,2962,1018.88,0.0046137406,1
608,90,2962,1034.07,0.0046137406,1
616,90,2962,1050.85,0.0046137406,1
624,90,2962,1063.99,0.0046137406,1
632,90,2962,1073.85,0.0046137406,1
640,90,2962,1090.27,0.0046137406,1
648,90,2962,1103.26,0.0046137406,1
656,90,2962,1118.61,0.0046137406,1
664,90,2962,1129.6,0.0046137406,1
672,90,2962,1141.36,0.0046137406,1
680,90,2962,1157.38,0.0046137406,1
688,90,2962,1169.66,0.0046137406,1
696,90,2962,1188.21,0.0046137406,1
704,90,2962,1196.7,0.0046137406,1
712,90,2962,1212.62,0.0046137406,1
720,90,2962,1225.94,0.0046137406,1
728,90,2962,1239.23,0.0046137406,1
736,90,2962,1356.59,0.0046137406,1
744,90,2962,1268.72,0.0046137406,1
752,90,2962,1278.99,0.0046137406,1
760,90,2962,1292.41,0.0046137406,1
768,90,2962,1311.35,0.0046137406,1
776,90,2962,1325.62,0.0046137406,1
784,90,2962,1336.34,0.0046137406,1
792,90,2962,1350.78,0.0046137406,1
800,90,2962,1360.06,0.0046137406,1
808,90,2962,1374.06,0.0046137406,1
816,90,2962,1390.41,0.0046137406,1
824,90,2962,1402.71,0.0046137406,1
832,90,2962,1416.88,0.0046137406,1
840,90,2962,1432.73,0.0046137406,1
848,90,2962,1439.75,0.0046137406,1
856,90,2962,1455.68,0.0046137406,1
864,90,2962,1470.01,0.0046137406,1
872,90,2962,1484.44,0.0046137406,1
880,90,2962,1499,0.0046137406,1
888,90,2962,1507.86,0.0046137406,1
896,90,2962,1525.75,0.0046137406,1
904,90,2962,1534.33,0.0046137406,1
912,90,2962,1549.36,0.0046137406,1
920,90,2962,1565.49,0.0046137406,1
928,90,2962,1578.43,0.0046137406,1
936,90,2962,1594.3,0.0046137406,1
944,90,2962,1606.32,0.0046137406,1
952,90,2962,1619.17,0.0046137406,1
960,90,2962,1634.28,0.0046137406,1
968,90,2962,1644.97,0.0046137406,1
976,90,2962,1658.63,0.0046137406,1
984,90,2962,1679.61,0.0046137406,1
992,90,2962,1688.7,0.0046137406,1
1000,90,2962,1701.71,0.0046137406,1
1008,90,2962,1715.77,0.0046137406,1
1016,90,2962,1729.31,0.0046137406,1
1024,90,2962,1752.13,0.0046137406,1
1032,90,2962,1753.49,0.0046137406,1
1040,90,2962,1767.53,0.0046137406,1
1048,90,2962,1782.91,0.0046137406,1
1056,90,2962,1797.74,0.0046137406,1
1064,90,2962,1809.72,0.0046137406,1
1072,90,2962,1824.12,0.0046137406,1
1080,90,2962,1835.8,0.0046137406,1
1088,90,2962,1851.74,0.0046137406,1
1096,90,2962,1865.79,0.0046137406,1
1104,90,2962,1877.26,0.0046137406,1
1112,90,2962,1871.6,0.0046137406,1
1120,90,2962,1883.98,0.0046137406,1
