Ncache,Chunck,NN,Time,Error,Prob
100,70,2962,1914.96,0.0046137439,1
200,70,2962,2082.14,0.0046137439,1
300,70,2962,1687.6,0.0046137439,1
400,70,2962,1412.49,0.0046137439,1
500,70,2962,1220.38,0.0046137439,1
600,70,2962,1263.2,0.0046137439,1
700,70,2962,1374.63,0.0046137439,1
800,70,2962,1458.97,0.0046137439,1
900,70,2962,1176.57,0.0046137439,1
1000,70,2962,1315.82,0.0046137439,1
1100,70,2962,1633.23,0.0046137439,1
1200,70,2962,1678.79,0.0046137439,1
1300,70,2962,1331.72,0.0046137439,1
1400,70,2962,1060.43,0.0046137439,1
1500,70,2962,1308.36,0.0046137439,1
1600,70,2962,1448.06,0.0046137439,1
1700,70,2962,1332.46,0.0046137439,1
1800,70,2962,1264.07,0.0046137439,1
1900,70,2962,1269.44,0.0046137439,1
2000,70,2962,1562.85,0.0046137439,1
2100,70,2962,1170.1,0.0046137439,1
2200,70,2962,1309.61,0.0046137439,1
2300,70,2962,1245.04,0.0046137439,1
2400,70,2962,1203.71,0.0046137439,1
2500,70,2962,1098.74,0.0046137439,1
2600,70,2962,1327.62,0.0046137439,1
2700,70,2962,2005.25,0.0046137439,1
2800,70,2962,1842.98,0.0046137439,1
2900,70,2962,1235.4,0.0046137439,1
3000,70,2962,2271.06,0.0046137439,1
3100,70,2962,2473.88,0.0046137439,1
3200,70,2962,2551.8,0.0046137439,1
3300,70,2962,2658.71,0.0046137439,1
3400,70,2962,2922.78,0.0046137439,1
3500,70,2962,2970.46,0.0046137439,1
3600,70,2962,2371.1,0.0046137439,1
3700,70,2962,2774.43,0.0046137439,1
3800,70,2962,2384.98,0.0046137439,1
3900,70,2962,2522.7,0.0046137439,1
4000,70,2962,2495.97,0.0046137439,1
4100,70,2962,2490.85,0.0046137439,1
4200,70,2962,2421.52,0.0046137439,1
4300,70,2962,2366.65,0.0046137439,1
4400,70,2962,2496.66,0.0046137439,1
4500,70,2962,2468.68,0.0046137439,1
4600,70,2962,2387.91,0.0046137439,1
4700,70,2962,2377,0.0046137439,1
4800,70,2962,2412.07,0.0046137439,1
4900,70,2962,2199.15,0.0046137439,1
5000,70,2962,2018.35,0.0046137439,1
5100,70,2962,2274.4,0.0046137439,1
5200,70,2962,785.873,0.0046137439,1
5300,70,2962,2292.3,0.0046137439,1
5400,70,2962,2085.93,0.0046137439,1
5500,70,2962,2076.96,0.0046137439,1
5600,70,2962,2034.46,0.0046137439,1
5700,70,2962,2293.19,0.0046137439,1
5800,70,2962,1839.17,0.0046137439,1
5900,70,2962,1708.32,0.0046137439,1
6000,70,2962,1767.09,0.0046137439,1
6100,70,2962,2088.14,0.0046137439,1
6200,70,2962,1978.84,0.0046137439,1
6300,70,2962,1620.12,0.0046137439,1
6400,70,2962,2057.15,0.0046137439,1
6500,70,2962,1700.36,0.0046137439,1
6600,70,2962,2138.02,0.0046137439,1
6700,70,2962,1690.2,0.0046137439,1
6800,70,2962,2210.89,0.0046137439,1
6900,70,2962,1490.15,0.0046137439,1
7000,70,2962,1725.03,0.0046137439,1
7100,70,2962,1933.49,0.0046137439,1
7200,70,2962,1543.7,0.0046137439,1
7300,70,2962,1753.44,0.0046137439,1
7400,70,2962,1449.97,0.0046137439,1
7500,70,2962,1437.21,0.0046137439,1
7600,70,2962,1015.51,0.0046137439,1
7700,70,2962,1537.78,0.0046137439,1
7800,70,2962,1845.97,0.0046137439,1
7900,70,2962,1828.76,0.0046137439,1
8000,70,2962,1285.22,0.0046137439,1
8100,70,2962,1496.58,0.0046137439,1
8200,70,2962,1530.48,0.0046137439,1
8300,70,2962,1929.17,0.0046137439,1
8400,70,2962,1678.6,0.0046137439,1
8500,70,2962,1659.82,0.0046137439,1
8600,70,2962,1433.31,0.0046137439,1
8700,70,2962,1252.59,0.0046137439,1
8800,70,2962,1785.73,0.0046137439,1
8900,70,2962,1492,0.0046137439,1
9000,70,2962,1500.55,0.0046137439,1
9100,70,2962,1427.31,0.0046137439,1
9200,70,2962,1369.49,0.0046137439,1
9300,70,2962,1596.06,0.0046137439,1
9400,70,2962,1316.2,0.0046137439,1
9500,70,2962,1485.86,0.0046137439,1
9600,70,2962,963.978,0.0046137439,1
9700,70,2962,1448.92,0.0046137439,1
9800,70,2962,1575.03,0.0046137439,1
9900,70,2962,1301.96,0.0046137439,1
10000,70,2962,2744.9,0.0046137439,1
10100,70,2962,365.453,0.0046137439,1
10200,70,2962,361.859,0.0046137439,1
10300,70,2962,368.275,0.0046137439,1
10400,70,2962,364.1,0.0046137439,1
10500,70,2962,370.773,0.0046137439,1
10600,70,2962,377.75,0.0046137439,1
10700,70,2962,358.555,0.0046137439,1
10800,70,2962,362.151,0.0046137439,1
10900,70,2962,364.789,0.0046137439,1
11000,70,2962,368.359,0.0046137439,1
11100,70,2962,369.7,0.0046137439,1
11200,70,2962,377.275,0.0046137439,1
11300,70,2962,377.739,0.0046137439,1
11400,70,2962,367.433,0.0046137439,1
11500,70,2962,359.313,0.0046137439,1
11600,70,2962,370.809,0.0046137439,1
11700,70,2962,361.374,0.0046137439,1
11800,70,2962,362.792,0.0046137439,1
11900,70,2962,376.815,0.0046137439,1
12000,70,2962,355.091,0.0046137439,1
12100,70,2962,380.11,0.0046137439,1
12200,70,2962,370.974,0.0046137439,1
12300,70,2962,365.049,0.0046137439,1
12400,70,2962,368.682,0.0046137439,1
12500,70,2962,374.135,0.0046137439,1
12600,70,2962,364.209,0.0046137439,1
12700,70,2962,371.447,0.0046137439,1
12800,70,2962,365.848,0.0046137439,1
12900,70,2962,384.206,0.0046137439,1
13000,70,2962,371.068,0.0046137439,1
13100,70,2962,373.796,0.0046137439,1
13200,70,2962,359.314,0.0046137439,1
13300,70,2962,369.401,0.0046137439,1
13400,70,2962,354.577,0.0046137439,1
13500,70,2962,376.461,0.0046137439,1
13600,70,2962,376.73,0.0046137439,1
13700,70,2962,374.94,0.0046137439,1
13800,70,2962,373.758,0.0046137439,1
13900,70,2962,364.655,0.0046137439,1
14000,70,2962,373.479,0.0046137439,1
14100,70,2962,366.502,0.0046137439,1
14200,70,2962,370.086,0.0046137439,1
14300,70,2962,370.275,0.0046137439,1
14400,70,2962,359.841,0.0046137439,1
14500,70,2962,357.374,0.0046137439,1
14600,70,2962,371.64,0.0046137439,1
14700,70,2962,369.142,0.0046137439,1
14800,70,2962,376.327,0.0046137439,1
14900,70,2962,365.697,0.0046137439,1
15000,70,2962,371.754,0.0046137439,1
15100,70,2962,364.671,0.0046137439,1
15200,70,2962,364.834,0.0046137439,1
15300,70,2962,368.31,0.0046137439,1
15400,70,2962,360.195,0.0046137439,1
15500,70,2962,367.33,0.0046137439,1
15600,70,2962,362.078,0.0046137439,1
15700,70,2962,363.279,0.0046137439,1
15800,70,2962,364.646,0.0046137439,1
15900,70,2962,366.085,0.0046137439,1
16000,70,2962,364.689,0.0046137439,1
16100,70,2962,373.558,0.0046137439,1
16200,70,2962,373.531,0.0046137439,1
16300,70,2962,363.549,0.0046137439,1
16400,70,2962,364.764,0.0046137439,1
16500,70,2962,366.866,0.0046137439,1
16600,70,2962,368.569,0.0046137439,1
16700,70,2962,360.611,0.0046137439,1
16800,70,2962,370.15,0.0046137439,1
16900,70,2962,369.148,0.0046137439,1
17000,70,2962,368.972,0.0046137439,1
17100,70,2962,366.213,0.0046137439,1
17200,70,2962,360.932,0.0046137439,1
17300,70,2962,361.985,0.0046137439,1
17400,70,2962,377.418,0.0046137439,1
17500,70,2962,368.622,0.0046137439,1
17600,70,2962,372.879,0.0046137439,1
17700,70,2962,369.997,0.0046137439,1
17800,70,2962,369.891,0.0046137439,1
17900,70,2962,364.806,0.0046137439,1
18000,70,2962,369.751,0.0046137439,1
18100,70,2962,353.381,0.0046137439,1
18200,70,2962,368.738,0.0046137439,1
18300,70,2962,373.652,0.0046137439,1
18400,70,2962,371.692,0.0046137439,1
18500,70,2962,383.184,0.0046137439,1
18600,70,2962,360.966,0.0046137439,1
18700,70,2962,359.024,0.0046137439,1
18800,70,2962,362.874,0.0046137439,1
18900,70,2962,372.059,0.0046137439,1
19000,70,2962,366.959,0.0046137439,1
19100,70,2962,376.617,0.0046137439,1
19200,70,2962,362.301,0.0046137439,1
19300,70,2962,375.949,0.0046137439,1
19400,70,2962,373.546,0.0046137439,1
19500,70,2962,368.211,0.0046137439,1
19600,70,2962,360.285,0.0046137439,1
19700,70,2962,361.77,0.0046137439,1
19800,70,2962,371.162,0.0046137439,1
19900,70,2962,371.622,0.0046137439,1
20000,70,2962,361.519,0.0046137439,1
20100,70,2962,365.894,0.0046137439,1
20200,70,2962,379.054,0.0046137439,1
20300,70,2962,363.655,0.0046137439,1
20400,70,2962,365.603,0.0046137439,1
20500,70,2962,360.11,0.0046137439,1
20600,70,2962,385.078,0.0046137439,1
20700,70,2962,363.688,0.0046137439,1
20800,70,2962,364.49,0.0046137439,1
20900,70,2962,360.003,0.0046137439,1
21000,70,2962,367.925,0.0046137439,1
21100,70,2962,369.79,0.0046137439,1
21200,70,2962,350.141,0.0046137439,1
21300,70,2962,368.466,0.0046137439,1
21400,70,2962,357.819,0.0046137439,1
21500,70,2962,364.586,0.0046137439,1
21600,70,2962,369.954,0.0046137439,1
21700,70,2962,360.364,0.0046137439,1
21800,70,2962,364.002,0.0046137439,1
21900,70,2962,364.051,0.0046137439,1
22000,70,2962,366.407,0.0046137439,1
22100,70,2962,365.634,0.0046137439,1
22200,70,2962,361.144,0.0046137439,1
22300,70,2962,368.283,0.0046137439,1
22400,70,2962,363.533,0.0046137439,1
22500,70,2962,355.582,0.0046137439,1
22600,70,2962,366.951,0.0046137439,1
22700,70,2962,377.171,0.0046137439,1
22800,70,2962,353.692,0.0046137439,1
22900,70,2962,367.792,0.0046137439,1
23000,70,2962,365.42,0.0046137439,1
23100,70,2962,361.171,0.0046137439,1
23200,70,2962,369.057,0.0046137439,1
23300,70,2962,357.995,0.0046137439,1
23400,70,2962,369.009,0.0046137439,1
23500,70,2962,369.491,0.0046137439,1
23600,70,2962,368.009,0.0046137439,1
23700,70,2962,366.192,0.0046137439,1
23800,70,2962,370.058,0.0046137439,1
23900,70,2962,360.271,0.0046137439,1
24000,70,2962,377.411,0.0046137439,1
24100,70,2962,370.162,0.0046137439,1
24200,70,2962,375.554,0.0046137439,1
24300,70,2962,364.916,0.0046137439,1
24400,70,2962,371.048,0.0046137439,1
24500,70,2962,366.617,0.0046137439,1
24600,70,2962,362.752,0.0046137439,1
24700,70,2962,365.897,0.0046137439,1
24800,70,2962,369.5,0.0046137439,1
24900,70,2962,365.915,0.0046137439,1
25000,70,2962,366.059,0.0046137439,1
25100,70,2962,359.799,0.0046137439,1
25200,70,2962,362.662,0.0046137439,1
25300,70,2962,366.441,0.0046137439,1
25400,70,2962,362.019,0.0046137439,1
25500,70,2962,358.884,0.0046137439,1
25600,70,2962,350.651,0.0046137439,1
25700,70,2962,367.482,0.0046137439,1
25800,70,2962,368.683,0.0046137439,1
25900,70,2962,368.611,0.0046137439,1
26000,70,2962,363.852,0.0046137439,1
26100,70,2962,371.639,0.0046137439,1
26200,70,2962,384.044,0.0046137439,1
26300,70,2962,373.3,0.0046137439,1
26400,70,2962,366.757,0.0046137439,1
26500,70,2962,363.878,0.0046137439,1
26600,70,2962,365.426,0.0046137439,1
26700,70,2962,366.584,0.0046137439,1
26800,70,2962,371.032,0.0046137439,1
26900,70,2962,363.216,0.0046137439,1
27000,70,2962,368.393,0.0046137439,1
27100,70,2962,363.742,0.0046137439,1
27200,70,2962,369.112,0.0046137439,1
27300,70,2962,365.505,0.0046137439,1
27400,70,2962,366.774,0.0046137439,1
27500,70,2962,368.236,0.0046137439,1
27600,70,2962,374.485,0.0046137439,1
27700,70,2962,365.829,0.0046137439,1
27800,70,2962,370.236,0.0046137439,1
27900,70,2962,369.458,0.0046137439,1
28000,70,2962,364.131,0.0046137439,1
28100,70,2962,363.558,0.0046137439,1
28200,70,2962,362.54,0.0046137439,1
28300,70,2962,367.79,0.0046137439,1
28400,70,2962,367.444,0.0046137439,1
28500,70,2962,368.317,0.0046137439,1
28600,70,2962,367.184,0.0046137439,1
28700,70,2962,368.026,0.0046137439,1
28800,70,2962,369.157,0.0046137439,1
28900,70,2962,360.577,0.0046137439,1
29000,70,2962,364.148,0.0046137439,1
29100,70,2962,371.469,0.0046137439,1
29200,70,2962,365.589,0.0046137439,1
29300,70,2962,365.014,0.0046137439,1
29400,70,2962,368.322,0.0046137439,1
29500,70,2962,365.812,0.0046137439,1
29600,70,2962,375.837,0.0046137439,1
29700,70,2962,362.157,0.0046137439,1
29800,70,2962,368.541,0.0046137439,1
29900,70,2962,370.83,0.0046137439,1
30000,70,2962,362.734,0.0046137439,1
30100,70,2962,363.43,0.0046137439,1
30200,70,2962,368.328,0.0046137439,1
30300,70,2962,370.194,0.0046137439,1
30400,70,2962,369.383,0.0046137439,1
30500,70,2962,359.613,0.0046137439,1
30600,70,2962,368.307,0.0046137439,1
30700,70,2962,366.227,0.0046137439,1
30800,70,2962,377.062,0.0046137439,1
30900,70,2962,369.641,0.0046137439,1
31000,70,2962,372.079,0.0046137439,1
31100,70,2962,369.353,0.0046137439,1
31200,70,2962,378.101,0.0046137439,1
31300,70,2962,377.922,0.0046137439,1
31400,70,2962,357.888,0.0046137439,1
31500,70,2962,374.468,0.0046137439,1
31600,70,2962,375.29,0.0046137439,1
31700,70,2962,368.544,0.0046137439,1
31800,70,2962,367.297,0.0046137439,1
31900,70,2962,373.219,0.0046137439,1
32000,70,2962,374.426,0.0046137439,1
32100,70,2962,369.099,0.0046137439,1
32200,70,2962,384.274,0.0046137439,1
32300,70,2962,374.323,0.0046137439,1
32400,70,2962,366.718,0.0046137439,1
32500,70,2962,377.043,0.0046137439,1
32600,70,2962,361.689,0.0046137439,1
32700,70,2962,377.1,0.0046137439,1
32800,70,2962,375.011,0.0046137439,1
32900,70,2962,370.482,0.0046137439,1
33000,70,2962,375.757,0.0046137439,1
33100,70,2962,380.481,0.0046137439,1
33200,70,2962,371.088,0.0046137439,1
33300,70,2962,371.827,0.0046137439,1
33400,70,2962,368.244,0.0046137439,1
33500,70,2962,368.946,0.0046137439,1
33600,70,2962,372.965,0.0046137439,1
33700,70,2962,369.85,0.0046137439,1
33800,70,2962,363.866,0.0046137439,1
33900,70,2962,368.313,0.0046137439,1
34000,70,2962,361.132,0.0046137439,1
34100,70,2962,354.411,0.0046137439,1
34200,70,2962,360.408,0.0046137439,1
34300,70,2962,379.122,0.0046137439,1
34400,70,2962,361.673,0.0046137439,1
34500,70,2962,366.155,0.0046137439,1
34600,70,2962,358.074,0.0046137439,1
34700,70,2962,368.947,0.0046137439,1
34800,70,2962,364.418,0.0046137439,1
34900,70,2962,371.594,0.0046137439,1
35000,70,2962,359.867,0.0046137439,1
35100,70,2962,363.754,0.0046137439,1
35200,70,2962,357.888,0.0046137439,1
35300,70,2962,364.892,0.0046137439,1
35400,70,2962,367.866,0.0046137439,1
35500,70,2962,371.103,0.0046137439,1
35600,70,2962,363.582,0.0046137439,1
35700,70,2962,355.403,0.0046137439,1
