Ncache,Chunck,NN,Time,Error,Prob
100,10,2962,3024.69,0.0046137439,1
200,10,2962,1824.71,0.0046137439,1
300,10,2962,1479.06,0.0046137439,1
400,10,2962,1503.31,0.0046137439,1
500,10,2962,1480.55,0.0046137439,1
600,10,2962,950.073,0.0046137439,1
700,10,2962,1011.26,0.0046137439,1
800,10,2962,1232.36,0.0046137439,1
900,10,2962,1393.72,0.0046137439,1
1000,10,2962,1270,0.0046137439,1
1100,10,2962,1716.09,0.0046137439,1
1200,10,2962,1361.43,0.0046137439,1
1300,10,2962,1121.11,0.0046137439,1
1400,10,2962,1365.63,0.0046137439,1
1500,10,2962,1320.68,0.0046137439,1
1600,10,2962,1201.35,0.0046137439,1
1700,10,2962,1754.01,0.0046137439,1
1800,10,2962,1447.07,0.0046137439,1
1900,10,2962,1139.82,0.0046137439,1
2000,10,2962,1342.27,0.0046137439,1
2100,10,2962,1277.12,0.0046137439,1
2200,10,2962,1400.61,0.0046137439,1
2300,10,2962,1128.25,0.0046137439,1
2400,10,2962,1756.09,0.0046137439,1
2500,10,2962,1348.41,0.0046137439,1
2600,10,2962,1533.73,0.0046137439,1
2700,10,2962,1770.11,0.0046137439,1
2800,10,2962,2076.43,0.0046137439,1
2900,10,2962,2218.74,0.0046137439,1
3000,10,2962,2233.54,0.0046137439,1
3100,10,2962,2622.65,0.0046137439,1
3200,10,2962,2649.8,0.0046137439,1
3300,10,2962,3172.93,0.0046137439,1
3400,10,2962,2541.08,0.0046137439,1
3500,10,2962,2538.67,0.0046137439,1
3600,10,2962,2491.45,0.0046137439,1
3700,10,2962,2563.22,0.0046137439,1
3800,10,2962,2499.74,0.0046137439,1
3900,10,2962,2475.02,0.0046137439,1
4000,10,2962,2457.82,0.0046137439,1
4100,10,2962,2462.31,0.0046137439,1
4200,10,2962,2798.53,0.0046137439,1
4300,10,2962,2443.11,0.0046137439,1
4400,10,2962,2492.18,0.0046137439,1
4500,10,2962,2470.74,0.0046137439,1
4600,10,2962,2262.52,0.0046137439,1
4700,10,2962,2400.44,0.0046137439,1
4800,10,2962,2317.2,0.0046137439,1
4900,10,2962,2480.53,0.0046137439,1
5000,10,2962,2370.2,0.0046137439,1
5100,10,2962,2158.92,0.0046137439,1
5200,10,2962,1948.64,0.0046137439,1
5300,10,2962,2243.9,0.0046137439,1
5400,10,2962,2016.97,0.0046137439,1
5500,10,2962,2064.46,0.0046137439,1
5600,10,2962,2093.78,0.0046137439,1
5700,10,2962,2111.77,0.0046137439,1
5800,10,2962,1894.24,0.0046137439,1
5900,10,2962,1711.98,0.0046137439,1
6000,10,2962,2059.66,0.0046137439,1
6100,10,2962,2257.74,0.0046137439,1
6200,10,2962,1951.17,0.0046137439,1
6300,10,2962,1849.54,0.0046137439,1
6400,10,2962,1946.27,0.0046137439,1
6500,10,2962,2234.01,0.0046137439,1
6600,10,2962,1765.31,0.0046137439,1
6700,10,2962,936.913,0.0046137439,1
6800,10,2962,1646.48,0.0046137439,1
6900,10,2962,1578.2,0.0046137439,1
7000,10,2962,1841.86,0.0046137439,1
7100,10,2962,1552.31,0.0046137439,1
7200,10,2962,2109.4,0.0046137439,1
7300,10,2962,1778.11,0.0046137439,1
7400,10,2962,2120.16,0.0046137439,1
7500,10,2962,1394.76,0.0046137439,1
7600,10,2962,1628.1,0.0046137439,1
7700,10,2962,1431.05,0.0046137439,1
7800,10,2962,1124.64,0.0046137439,1
7900,10,2962,1488.09,0.0046137439,1
8000,10,2962,1836.35,0.0046137439,1
8100,10,2962,1593.79,0.0046137439,1
8200,10,2962,1342.03,0.0046137439,1
8300,10,2962,1638.91,0.0046137439,1
8400,10,2962,1247.32,0.0046137439,1
8500,10,2962,1477.51,0.0046137439,1
8600,10,2962,1466.49,0.0046137439,1
8700,10,2962,1478.25,0.0046137439,1
8800,10,2962,1211.85,0.0046137439,1
8900,10,2962,1559.28,0.0046137439,1
9000,10,2962,1756.39,0.0046137439,1
9100,10,2962,1294.07,0.0046137439,1
9200,10,2962,1460.69,0.0046137439,1
9300,10,2962,1322.86,0.0046137439,1
9400,10,2962,1238.84,0.0046137439,1
9500,10,2962,1526.31,0.0046137439,1
9600,10,2962,1350.37,0.0046137439,1
9700,10,2962,1452.36,0.0046137439,1
9800,10,2962,1340.92,0.0046137439,1
9900,10,2962,1225.2,0.0046137439,1
10000,10,2962,1560.68,0.0046137439,1
