Nvec,Chunck,NN,Time,Error,Prob
8,60,2962,1255.59,0.0046137439,1
16,60,2962,1037.67,0.0046137439,1
24,60,2962,938.183,0.0046137439,1
32,60,2962,1032.18,0.0046137439,1
40,60,2962,1012.61,0.0046137439,1
48,60,2962,926.762,0.0046137439,1
56,60,2962,1416.77,0.0046137439,1
64,60,2962,1435.59,0.0046137439,1
72,60,2962,1393.2,0.0046137439,1
80,60,2962,1288.87,0.0046137439,1
88,60,2962,1085.78,0.0046137439,1
96,60,2962,1351.32,0.0046137439,1
104,60,2962,1352.38,0.0046137439,1
112,60,2962,1174.53,0.0046137439,1
120,60,2962,1235.43,0.0046137439,1
128,60,2962,1325.81,0.0046137439,1
136,60,2962,1323.67,0.0046137439,1
144,60,2962,1382.09,0.0046137439,1
152,60,2962,1315.48,0.0046137439,1
160,60,2962,1351.24,0.0046137439,1
168,60,2962,1261.58,0.0046137439,1
176,60,2962,1512.31,0.0046137439,1
184,60,2962,1473.64,0.0046137439,1
192,60,2962,1627.72,0.0046137439,1
200,60,2962,1381.55,0.0046137439,1
208,60,2962,1546.73,0.0046137439,1
216,60,2962,1498.42,0.0046137439,1
224,60,2962,1420.36,0.0046137439,1
232,60,2962,1683.76,0.0046137439,1
240,60,2962,1517.17,0.0046137439,1
248,60,2962,1585.56,0.0046137439,1
256,60,2962,2136.14,0.0046137439,1
264,60,2962,1776.95,0.0046137439,1
272,60,2962,1601.72,0.0046137439,1
280,60,2962,1634.24,0.0046137439,1
288,60,2962,1588.03,0.0046137439,1
296,60,2962,1916.87,0.0046137439,1
304,60,2962,1652.48,0.0046137439,1
312,60,2962,2147.39,0.0046137439,1
320,60,2962,1726.43,0.0046137439,1
328,60,2962,1733.65,0.0046137439,1
336,60,2962,1836.48,0.0046137439,1
344,60,2962,2119.6,0.0046137439,1
352,60,2962,1764.12,0.0046137439,1
360,60,2962,1758.28,0.0046137439,1
368,60,2962,2043.32,0.0046137439,1
376,60,2962,2069.65,0.0046137439,1
384,60,2962,1962.84,0.0046137439,1
392,60,2962,2081.94,0.0046137439,1
400,60,2962,1796.05,0.0046137439,1
408,60,2962,2401.62,0.0046137439,1
416,60,2962,2053.77,0.0046137439,1
424,60,2962,1923,0.0046137439,1
432,60,2962,2274.61,0.0046137439,1
440,60,2962,1943.49,0.0046137439,1
448,60,2962,2283.96,0.0046137439,1
456,60,2962,2010.32,0.0046137439,1
464,60,2962,2228.08,0.0046137439,1
472,60,2962,2268.31,0.0046137439,1
480,60,2962,2178.63,0.0046137439,1
488,60,2962,2284.83,0.0046137439,1
496,60,2962,2106.65,0.0046137439,1
504,60,2962,2527.3,0.0046137439,1
512,60,2962,2262.09,0.0046137439,1
520,60,2962,2403.39,0.0046137439,1
528,60,2962,2218.98,0.0046137439,1
536,60,2962,2717.2,0.0046137439,1
544,60,2962,2315.93,0.0046137439,1
552,60,2962,2721.94,0.0046137439,1
560,60,2962,2310.7,0.0046137439,1
568,60,2962,2888.92,0.0046137439,1
576,60,2962,2312.42,0.0046137439,1
584,60,2962,2516.98,0.0046137439,1
592,60,2962,2397.07,0.0046137439,1
