Time, Error, Count, M, Prob
503.778, 0.00000000000034133807, 100, 100, 1

528.707, 0.00000000000005950795, 100, 100, 1

497.974, 0.00000000000033134606, 100, 100, 1

502.8, 0.00000000000000964853, 100, 100, 1

