Ncache,Chunck,Time,Error,Prob
10100,60,341.329,0.0003939692,1

10200,60,339.11,0.0003939692,1

10300,60,337.768,0.0003939692,1

10400,60,326.843,0.0003939692,1

10500,60,334.491,0.0003939692,1

10600,60,341.062,0.0003939692,1

10700,60,327.883,0.0003939692,1

10800,60,337.78,0.0003939692,1

10900,60,338.081,0.0003939692,1

11000,60,345.24,0.0003939692,1

11100,60,342.056,0.0003939692,1

11200,60,338.233,0.0003939692,1

11300,60,343.888,0.0003939692,1

11400,60,339.087,0.0003939692,1

11500,60,329.983,0.0003939692,1

11600,60,344.223,0.0003939692,1

11700,60,344.439,0.0003939692,1

11800,60,337.127,0.0003939692,1

11900,60,347.233,0.0003939692,1

12000,60,332.455,0.0003939692,1

12100,60,337.818,0.0003939692,1

12200,60,333.455,0.0003939692,1

12300,60,332.738,0.0003939692,1

12400,60,350.657,0.0003939692,1

12500,60,345.571,0.0003939692,1

12600,60,344.024,0.0003939692,1

12700,60,338.648,0.0003939692,1

12800,60,348.348,0.0003939692,1

12900,60,340.241,0.0003939692,1

13000,60,333.713,0.0003939692,1

13100,60,340.348,0.0003939692,1

13200,60,343.504,0.0003939692,1

13300,60,339.086,0.0003939692,1

13400,60,335.427,0.0003939692,1

13500,60,334.621,0.0003939692,1

13600,60,340.17,0.0003939692,1

13700,60,354.686,0.0003939692,1

13800,60,331.294,0.0003939692,1

13900,60,365.283,0.0003939692,1

14000,60,346.661,0.0003939692,1

14100,60,333.326,0.0003939692,1

14200,60,342.172,0.0003939692,1

14300,60,341.377,0.0003939692,1

14400,60,340.998,0.0003939692,1

14500,60,356.473,0.0003939692,1

14600,60,354.229,0.0003939692,1

14700,60,345.646,0.0003939692,1

14800,60,358.488,0.0003939692,1

14900,60,332.589,0.0003939692,1

15000,60,336.132,0.0003939692,1

15100,60,346.708,0.0003939692,1

15200,60,339.507,0.0003939692,1

15300,60,342.056,0.0003939692,1

15400,60,342.796,0.0003939692,1

15500,60,346.26,0.0003939692,1

15600,60,343.9,0.0003939692,1

15700,60,331.812,0.0003939692,1

15800,60,340.627,0.0003939692,1

15900,60,349.186,0.0003939692,1

16000,60,352.473,0.0003939692,1

16100,60,351.729,0.0003939692,1

16200,60,339.213,0.0003939692,1

16300,60,354.434,0.0003939692,1

16400,60,339.558,0.0003939692,1

16500,60,343.94,0.0003939692,1

16600,60,343.245,0.0003939692,1

16700,60,337.482,0.0003939692,1

16800,60,347.763,0.0003939692,1

16900,60,332.429,0.0003939692,1

17000,60,334.652,0.0003939692,1

17100,60,341.624,0.0003939692,1

17200,60,332.963,0.0003939692,1

17300,60,350.619,0.0003939692,1

17400,60,338.834,0.0003939692,1

17500,60,342.348,0.0003939692,1

17600,60,342.691,0.0003939692,1

17700,60,347.145,0.0003939692,1

17800,60,368.61,0.0003939692,1

17900,60,333.85,0.0003939692,1

18000,60,348.872,0.0003939692,1

18100,60,336.566,0.0003939692,1

18200,60,344.424,0.0003939692,1

18300,60,361.358,0.0003939692,1

18400,60,337.048,0.0003939692,1

18500,60,332.385,0.0003939692,1

18600,60,347.9,0.0003939692,1

18700,60,351.93,0.0003939692,1

18800,60,346.079,0.0003939692,1

18900,60,334.025,0.0003939692,1

19000,60,338.06,0.0003939692,1

19100,60,338.426,0.0003939692,1

19200,60,344.717,0.0003939692,1

19300,60,345.881,0.0003939692,1

19400,60,331.733,0.0003939692,1

19500,60,347.654,0.0003939692,1

19600,60,350.086,0.0003939692,1

19700,60,354.536,0.0003939692,1

19800,60,339.914,0.0003939692,1

19900,60,346.47,0.0003939692,1

20000,60,344.114,0.0003939692,1

